Year: Month,Month,L,M,S,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
02:00,24,-0.6187,16.0189,0.07785,13.5,13.9,14.2,14.8,15.2,16,16.9,17.4,18.3,18.7,19.4
02:01,25,-0.584,15.98,0.07792,13.5,13.9,14.1,14.8,15.2,16,16.9,17.4,18.3,18.6,19.4
02:02,26,-0.5497,15.9414,0.078,13.4,13.8,14.1,14.7,15.1,15.9,16.8,17.3,18.2,18.6,19.3
02:03,27,-0.5166,15.9036,0.07808,13.4,13.8,14,14.7,15.1,15.9,16.8,17.3,18.2,18.5,19.2
02:04,28,-0.485,15.8667,0.07818,13.3,13.8,14,14.7,15.1,15.9,16.7,17.2,18.1,18.5,19.2
02:05,29,-0.4552,15.8306,0.07829,13.3,13.7,14,14.6,15,15.8,16.7,17.2,18.1,18.4,19.1
02:06,30,-0.4274,15.7953,0.07841,13.3,13.7,13.9,14.6,15,15.8,16.7,17.2,18,18.4,19.1
02:07,31,-0.4016,15.7606,0.07854,13.2,13.7,13.9,14.5,15,15.8,16.6,17.1,18,18.4,19.1
02:08,32,-0.3782,15.7267,0.07867,13.2,13.6,13.9,14.5,14.9,15.7,16.6,17.1,18,18.3,19
02:09,33,-0.3572,15.6934,0.07882,13.1,13.6,13.8,14.5,14.9,15.7,16.6,17,17.9,18.3,19
02:10,34,-0.3388,15.661,0.07897,13.1,13.5,13.8,14.4,14.9,15.7,16.5,17,17.9,18.2,18.9
02:11,35,-0.3231,15.6294,0.07914,13.1,13.5,13.8,14.4,14.8,15.6,16.5,17,17.9,18.2,18.9
03:00,36,-0.3101,15.5988,0.07931,13,13.5,13.7,14.4,14.8,15.6,16.5,17,17.8,18.2,18.9
03:01,37,-0.3,15.5693,0.0795,13,13.5,13.7,14.4,14.8,15.6,16.4,16.9,17.8,18.1,18.8
03:02,38,-0.2927,15.541,0.07969,13,13.4,13.7,14.3,14.7,15.5,16.4,16.9,17.8,18.1,18.8
03:03,39,-0.2884,15.514,0.0799,12.9,13.4,13.6,14.3,14.7,15.5,16.4,16.9,17.7,18.1,18.8
03:04,40,-0.2869,15.4885,0.08012,12.9,13.4,13.6,14.3,14.7,15.5,16.4,16.8,17.7,18.1,18.8
03:05,41,-0.2881,15.4645,0.08036,12.9,13.3,13.6,14.2,14.7,15.5,16.3,16.8,17.7,18,18.7
03:06,42,-0.2919,15.442,0.08061,12.9,13.3,13.6,14.2,14.6,15.4,16.3,16.8,17.7,18,18.7
03:07,43,-0.2981,15.421,0.08087,12.8,13.3,13.5,14.2,14.6,15.4,16.3,16.8,17.7,18,18.7
03:08,44,-0.3067,15.4013,0.08115,12.8,13.3,13.5,14.2,14.6,15.4,16.3,16.8,17.7,18,18.7
03:09,45,-0.3174,15.3827,0.08144,12.8,13.2,13.5,14.2,14.6,15.4,16.3,16.8,17.6,18,18.7
03:10,46,-0.3303,15.3652,0.08174,12.8,13.2,13.5,14.1,14.5,15.4,16.2,16.7,17.6,18,18.7
03:11,47,-0.3452,15.3485,0.08205,12.8,13.2,13.5,14.1,14.5,15.3,16.2,16.7,17.6,18,18.7
04:00,48,-0.3622,15.3326,0.08238,12.7,13.2,13.4,14.1,14.5,15.3,16.2,16.7,17.6,18,18.7
04:01,49,-0.3811,15.3174,0.08272,12.7,13.2,13.4,14.1,14.5,15.3,16.2,16.7,17.6,18,18.7
04:02,50,-0.4019,15.3029,0.08307,12.7,13.2,13.4,14.1,14.5,15.3,16.2,16.7,17.6,18,18.7
04:03,51,-0.4245,15.2891,0.08343,12.7,13.1,13.4,14,14.5,15.3,16.2,16.7,17.6,18,18.7
04:04,52,-0.4488,15.2759,0.0838,12.7,13.1,13.4,14,14.4,15.3,16.2,16.7,17.6,18,18.7
04:05,53,-0.4747,15.2633,0.08418,12.7,13.1,13.3,14,14.4,15.3,16.2,16.7,17.6,18,18.7
04:06,54,-0.5019,15.2514,0.08457,12.6,13.1,13.3,14,14.4,15.3,16.2,16.7,17.6,18,18.8
04:07,55,-0.5303,15.24,0.08496,12.6,13.1,13.3,14,14.4,15.2,16.2,16.7,17.6,18,18.8
04:08,56,-0.5599,15.2291,0.08536,12.6,13.1,13.3,14,14.4,15.2,16.1,16.7,17.6,18,18.8
04:09,57,-0.5905,15.2188,0.08577,12.6,13,13.3,14,14.4,15.2,16.1,16.7,17.6,18,18.8
04:10,58,-0.6223,15.2091,0.08617,12.6,13,13.3,13.9,14.4,15.2,16.1,16.7,17.6,18,18.8
04:11,59,-0.6552,15.2,0.08659,12.6,13,13.3,13.9,14.4,15.2,16.1,16.7,17.7,18.1,18.9
05:00,60,-0.6892,15.1916,0.087,12.6,13,13.3,13.9,14.3,15.2,16.1,16.7,17.7,18.1,18.9
