Year: Month,Month,L,M,S,1st,3rd,5th,15th,25th,50th,75th,85th,95th,97th,99th
00:00,0,-0.3053,13.4069,0.0956,10.8,11.3,11.5,12.2,12.6,13.4,14.3,14.8,15.8,16.1,16.9
00:01,1,0.2708,14.9441,0.09027,12,12.6,12.8,13.6,14.1,14.9,15.9,16.4,17.3,17.6,18.3
00:02,2,0.1118,16.3195,0.08677,13.3,13.8,14.1,14.9,15.4,16.3,17.3,17.8,18.8,19.2,19.9
00:03,3,0.0068,16.8987,0.08495,13.9,14.4,14.7,15.5,16,16.9,17.9,18.5,19.4,19.8,20.6
00:04,4,-0.0727,17.1579,0.08378,14.1,14.7,15,15.7,16.2,17.2,18.2,18.7,19.7,20.1,20.9
00:05,5,-0.137,17.2919,0.08296,14.3,14.8,15.1,15.9,16.4,17.3,18.3,18.9,19.8,20.2,21
00:06,6,-0.1913,17.3422,0.08234,14.4,14.9,15.2,15.9,16.4,17.3,18.3,18.9,19.9,20.3,21.1
00:07,7,-0.2385,17.3288,0.08183,14.4,14.9,15.2,15.9,16.4,17.3,18.3,18.9,19.9,20.3,21.1
00:08,8,-0.2802,17.2647,0.0814,14.4,14.9,15.1,15.9,16.3,17.3,18.2,18.8,19.8,20.2,21
00:09,9,-0.3176,17.1662,0.08102,14.3,14.8,15.1,15.8,16.3,17.2,18.1,18.7,19.7,20.1,20.8
00:10,10,-0.3516,17.0488,0.08068,14.2,14.7,15,15.7,16.2,17,18,18.6,19.5,19.9,20.7
00:11,11,-0.3828,16.9239,0.08037,14.1,14.6,14.9,15.6,16,16.9,17.9,18.4,19.4,19.8,20.5
01:00,12,-0.4115,16.7981,0.08009,14,14.5,14.8,15.5,15.9,16.8,17.7,18.3,19.2,19.6,20.4
01:01,13,-0.4382,16.6743,0.07982,13.9,14.4,14.7,15.4,15.8,16.7,17.6,18.1,19.1,19.5,20.2
01:02,14,-0.463,16.5548,0.07958,13.9,14.3,14.6,15.3,15.7,16.6,17.5,18,18.9,19.3,20.1
01:03,15,-0.4863,16.4409,0.07935,13.8,14.2,14.5,15.2,15.6,16.4,17.4,17.9,18.8,19.2,19.9
01:04,16,-0.5082,16.3335,0.07913,13.7,14.2,14.4,15.1,15.5,16.3,17.2,17.8,18.7,19.1,19.8
01:05,17,-0.5289,16.2329,0.07892,13.6,14.1,14.3,15,15.4,16.2,17.1,17.6,18.6,18.9,19.7
01:06,18,-0.5484,16.1392,0.07873,13.6,14,14.2,14.9,15.3,16.1,17,17.5,18.5,18.8,19.6
01:07,19,-0.5669,16.0528,0.07854,13.5,13.9,14.2,14.8,15.2,16.1,16.9,17.4,18.4,18.7,19.5
01:08,20,-0.5846,15.9743,0.07836,13.4,13.9,14.1,14.8,15.2,16,16.9,17.4,18.3,18.6,19.4
01:09,21,-0.6014,15.9039,0.07818,13.4,13.8,14.1,14.7,15.1,15.9,16.8,17.3,18.2,18.6,19.3
01:10,22,-0.6174,15.8412,0.07802,13.3,13.8,14,14.6,15,15.8,16.7,17.2,18.1,18.5,19.2
01:11,23,-0.6328,15.7852,0.07786,13.3,13.7,14,14.6,15,15.8,16.7,17.1,18,18.4,19.1
02:00,24,-0.6473,15.7356,0.07771,13.3,13.7,13.9,14.5,14.9,15.7,16.6,17.1,18,18.3,19.1
